id,supplier,item,description,cost,status,date
REQ58623,Microsoft Corp,Cisco FP-2100 ™ + O365_E5,"This order is intended to strengthen defences in the Americas region and includes provisions for both appliance de seguridad and C r o w d S t r i k e   E D R. Technical integration will be performed in Q2, with expected go-live by 2023-03-05. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Microsoft Corp has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",189146.62,DRAFT,2023-10-09
REQ18511,Zscaler Inc,WIZ DEFEND + Firepower 2K series ™ + W1zCld + MS 365 E5,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both wiz defnd and Z $ c a l e r   I A. Historical systems such as WizShield will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Zscaler Inc has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2023-02-23.",277248.59,CANCELLED,2024-09-06
REQ94192,Zscaler Inc,ZSCALER INTERNET ACCESS + W i z   C l o u d + wizdefnd,"Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud firewall subscription and CS FALCON. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2023-10-12.",41711.68,ORDERED,2025-11-25
REQ26406,Tanium Inc,Firepower 2K series ™ + Crowdstrik_Flacon,"Technical integration will be performed in Q4, with expected go-live by 2025-10-26. This order is intended to strengthen defences in the Americas region and includes provisions for both appliance de seguridad and Microsft_365_E5. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",314386.07,DRAFT,2025-10-26
REQ99783,Cisco Systems,TANIUM ENDPOINT + W i z   D e f n d,"As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both TANIUMMGMT and O365 E5 ™. Technical integration will be performed in Q3, with expected go-live by 2023-03-26. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",206015.8,ORDERED,2023-05-30
REQ60351,Tanium Inc,TANIUM ENDPOINT + W i z   C l 0 u d + CS F@lc0n,"This order is intended to strengthen defences in the APAC region and includes provisions for both plataforma de gestión de puntos finales and Firepower 2K series ™. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, Microsoft Corp has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2024-02-22. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",432761.11,ORDERED,2024-05-23
REQ66482,Cisco Systems,Zsc@ler Internet Access + Wiz_Defnd + W i z   C l o u d + TaniumMgmt ™,"This order is intended to strengthen defences in the Americas region and includes provisions for both zscaler ia and W i z   D e f e n d. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2025-10-17.",71297.8,CANCELLED,2025-01-19
REQ15938,CC,Zsc@ler Internet Access + wiz defend + Tanium_Endpoint,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2025-01-12. As part of our strategic initiative for FY2023, CC has been engaged to address recent audit findings. This order is intended to strengthen defences in the EMEA region and includes provisions for both ZSCALER IA and WIZDEFND. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",24262.41,CANCELLED,2025-08-28
REQ86507,WWT,wiz defnd + TANIUMMGMT + zscaler ia,"This order is intended to strengthen defences in the Americas region and includes provisions for both 云防御 and WIZCLD. As part of our strategic initiative for FY2024, WWT has been engaged to address recent audit findings. Technical integration will be performed in Q3, with expected go-live by 2023-11-29. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions.",157300.53,DRAFT,2025-08-29
REQ72701,Wiz Inc,Cisco FP2K ™ + wiz defend + CrowdStrike EDR ™,"As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-10-30. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both C1sc0 F1rep0wer 2000 Ser1es and zscaler internet access.",265111.19,CANCELLED,2023-12-21
REQ61712,Zscaler Inc,wiz cl0ud + zscaler ia,"Technical integration will be performed in Q4, with expected go-live by 2024-01-29. This order is intended to strengthen defences in the APAC region and includes provisions for both W1zCld and CS_Falcon. As part of our strategic initiative for FY2025, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions.",410096.84,PENDING,2024-08-17
REQ53292,CC,M 1 c r 0 s 0 f t 3 6 5 E5 + T a n i u m,"Technical integration will be performed in Q3, with expected go-live by 2025-09-08. As part of our strategic initiative for FY2025, Tanium Inc has been engaged to address recent audit findings. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both M_i_c_r_o_s_o_f_t_3_6_5_E5 and F1rep0wer 2K ser1es. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",360092.24,DRAFT,2023-10-09
REQ47941,Cisco Systems,M1cr0s0ft E5 + T@n1um Endp01nt,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both M i c r o s o f t   E 5 and WIZ CL0UD. Technical integration will be performed in Q2, with expected go-live by 2024-08-11. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings.",438987.87,DRAFT,2024-09-03
REQ77538,CrowdStrike Inc,W1z Defnd + Zscaler Internet Access ™ + Firepower_2K_series,"As part of our strategic initiative for FY2025, CrowdStrike Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-10-02. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both W i z   D e f e n d and T@n1um Endp01nt.",167323.7,ORDERED,2023-07-15
REQ50760,Cisco Systems,CS Falcon ™ + W i z   C l o u d,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both CS_Falcon and FIREPOWER 2K SERIES. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q3, with expected go-live by 2025-02-24.",346693.74,CANCELLED,2025-01-22
REQ85065,Wiz Inc,WIZ DEFND + CROWDSTRIKE FALCON,"This order is intended to strengthen defences in the EMEA region and includes provisions for both módulo de defensa en la nube and Wiz Cl0ud ™. Technical integration will be performed in Q4, with expected go-live by 2025-02-04. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",270646.78,PENDING,2024-11-02
REQ18357,WWT,ZSCALER INTERNET ACCESS + WizCld ™ + WizDefnd ™ + Cisco Firepower 2000 Series ™,"Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q4, with expected go-live by 2023-07-06. As part of our strategic initiative for FY2025, WWT has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both zscaler internet access and WIZ DEFEND.",272875.93,DRAFT,2023-05-22
REQ70686,Microsoft Corp,W i z C l d + ZSCALER INTERNET ACCESS,"Technical integration will be performed in Q4, with expected go-live by 2025-02-05. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Microsoft Corp has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both wizcld and Wiz Defend ™.",338382.43,ORDERED,2025-12-25
REQ40715,Wiz Inc,W i z   C l o u d + CROWDSTRIKE FALCON + TaniumMgmt ™,"Technical integration will be performed in Q3, with expected go-live by 2024-01-22. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud posture management and z$caler ia. As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings.",272181.11,DRAFT,2023-10-14
REQ63511,Tanium Inc,WIZ DEFND + Cisco FP-2100 ™ + MS 365 E5,"As part of our strategic initiative for FY2025, Tanium Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both 云防御 and cisco fp-2100. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2024-04-30. Historical systems such as WizShield will be phased out in favour of newer solutions.",78862.72,ORDERED,2024-01-12
REQ98299,CC,Zscaler_Internet_Access + Wiz_Cloud,"This order is intended to strengthen defences in the EMEA region and includes provisions for both suscripción de cortafuegos en la nube and M I C R O S O F T 3 6 5 E5. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, WWT has been engaged to address recent audit findings. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2025-08-06.",304459.88,DRAFT,2023-05-30
REQ75179,Wiz Inc,CROWDSTRIK FLACON + WizDefnd,"As part of our strategic initiative for FY2024, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2024-03-09. This order is intended to strengthen defences in the EMEA region and includes provisions for both endpoint threat detection and C1sc0 FP2K. Historical systems such as WizShield will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",235672.01,ORDERED,2024-10-17
REQ34123,WWT,crowdstrik flacon + Firepower_2K_series + WizDefnd ™,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both CrowdStrike_EDR and M1cr0sft 365 E5. As part of our strategic initiative for FY2025, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2023-10-26.",458865.2,DRAFT,2025-12-09
REQ47576,CrowdStrike Inc,m i c r o s o f t 3 6 5 e5 + taniummgmt + taniummgmt,"Technical integration will be performed in Q2, with expected go-live by 2023-05-20. This order is intended to strengthen defences in the EMEA region and includes provisions for both MICROSFT 365 E5 and Zscaler_IA. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings.",13485.59,ORDERED,2024-01-03
REQ20837,CrowdStrike Inc,Microsft_365_E5 + T a n i u m M g m t + C i s c o   F i r e p o w e r   2 0 0 0   S e r i e s,"This order is intended to strengthen defences in the EMEA region and includes provisions for both cloud productivity suite and wizcld. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2024-12-26.",252429.9,ORDERED,2024-11-09
REQ80852,CrowdStrike Inc,W i z D e f n d + CROWDSTRIK FLACON + Tanium,"As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2024-07-09. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the EMEA region and includes provisions for both 云防御 and O365 E5.",169206.27,PENDING,2023-06-10
REQ42302,Tanium Inc,wizdefnd + Zsc@ler IA,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both 云防御 and Tanium_Endpoint. As part of our strategic initiative for FY2023, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2024-11-28.",357988.72,DRAFT,2024-07-02
REQ88240,CrowdStrike Inc,Cr0wdStr1ke F@lc0n + cisco fp2k,"This order is intended to strengthen defences in the Americas region and includes provisions for both cs falcon and O365_E5. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Technical integration will be performed in Q3, with expected go-live by 2023-08-07. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",301031.68,CANCELLED,2025-02-27
REQ27758,Tanium Inc,M i c r o s f t   3 6 5   E 5 + wiz cloud + wizdefnd + CS_Falcon,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, Tanium Inc has been engaged to address recent audit findings. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2025-12-03. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud productivity suite and Cisco_FP-2100.",155805.71,ORDERED,2024-11-11
REQ81516,CC,Zscaler_IA + CROWDSTRIKE EDR + Wiz_Cloud,"This order is intended to strengthen defences in the APAC region and includes provisions for both 云防火墙 and cisco fp-2100. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2024-09-07.",94063.97,DRAFT,2025-08-03
REQ96193,Wiz Inc,TANIUM ENDPOINT + WIZCLD + MS 365 E5,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both Tanium Endpoint ™ and Zscaler Internet Access ™. As part of our strategic initiative for FY2024, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-10-13.",334023.47,PENDING,2023-04-01
REQ21253,CC,WIZ DEFND + WIZ CL0UD + Zscaler_Internet_Access,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both 云防御 and crowdstrik flacon. As part of our strategic initiative for FY2023, CC has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2024-06-13.",62454.32,PENDING,2024-12-14
REQ92543,Zscaler Inc,Cisco_Firepower_2000_Series + Microsoft E5 ™ + Zscaler Internet Access ™ + Crowdstrik_Flacon,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Zscaler Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the EMEA region and includes provisions for both 防火墙设备 and W i z D e f n d. Technical integration will be performed in Q4, with expected go-live by 2023-07-19. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",96303.63,ORDERED,2025-03-21
REQ55603,Wiz Inc,O365 E5 + W i z C l d + TaniumMgmt ™,"As part of our strategic initiative for FY2024, Wiz Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both MICROSOFT E5 and CISCO FIREPOWER 2000 SERIES. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2024-03-15. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",179232.54,ORDERED,2023-12-20
REQ69113,Zscaler Inc,ZSCALER INTERNET ACCESS + wizcld + wiz defend,"As part of our strategic initiative for FY2024, Tanium Inc has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q1, with expected go-live by 2024-05-03. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the EMEA region and includes provisions for both Zscaler IA ™ and CISCO FP-2100.",311607.94,CANCELLED,2023-01-20
REQ24838,Cisco Systems,W i z C l d + CS F@lc0n,"As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Technical integration will be performed in Q4, with expected go-live by 2025-05-01. This order is intended to strengthen defences in the APAC region and includes provisions for both gestión de postura en la nube and Z s c a l e r   I n t e r n e t   A c c e s s.",288493.46,CANCELLED,2025-01-21
REQ37124,Microsoft Corp,W1z Defend + Microsft 365 E5 ™ + Wiz Cl0ud ™,"This order is intended to strengthen defences in the Americas region and includes provisions for both cloud defense module and Cisco_FP2K. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Microsoft Corp has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2024-05-21. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",403693.04,CANCELLED,2025-12-26
REQ59174,Cisco Systems,C1sc0 FP-2100 + Zscaler Internet Access ™ + CS F@lc0n,"Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the Americas region and includes provisions for both network firewall appliance and Z s c a l e r   I A. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2025-11-19.",228735.9,DRAFT,2025-04-05
REQ73614,Tanium Inc,W1zDefnd + MS 365 E5 + Tanium_Endpoint,"This order is intended to strengthen defences in the APAC region and includes provisions for both 云防御 and Z$caler IA ™. As part of our strategic initiative for FY2024, Tanium Inc has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2023-07-10. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",395210.31,DRAFT,2023-04-05
REQ10142,WWT,O 3 6 5   E 5 + CS Falcon ™ + W1z Cl0ud + Wiz Cl0ud ™,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, WWT has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q4, with expected go-live by 2023-01-02. This order is intended to strengthen defences in the EMEA region and includes provisions for both Microsft 365 E5 ™ and W1zDefnd.",110643.48,DRAFT,2023-09-29
REQ98753,Wiz Inc,W i z D e f n d + C r o w d S t r i k e   F a l c o n,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q1, with expected go-live by 2024-12-04. This order is intended to strengthen defences in the Americas region and includes provisions for both módulo de defensa en la nube and microsft 365 e5. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions.",75712.27,DRAFT,2023-12-03
REQ96298,Zscaler Inc,W1zCld + Cisco_FP-2100 + W i z   D e f n d + Z$caler IA ™,"This order is intended to strengthen defences in the Americas region and includes provisions for both cloud posture management and MICROSOFT E5. As part of our strategic initiative for FY2024, Zscaler Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2024-03-20. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",438534.46,PENDING,2025-11-26
REQ11807,CrowdStrike Inc,W1zDefnd + CISCO FP2K,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2025-03-01. This order is intended to strengthen defences in the APAC region and includes provisions for both WIZ DEFND and MICROSOFT E5. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",134781.71,DRAFT,2023-05-04
REQ41278,CC,ZSCALER INTERNET ACCESS + C1sc0 FP-2100,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both 云防火墙 and Tanium. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-06-18.",33663.44,DRAFT,2025-06-08
REQ85582,WWT,Microsft 365 E5 ™ + Firepower 2K series ™ + W i z   C l o u d,"This order is intended to strengthen defences in the APAC region and includes provisions for both MS_365_E5 and Z$CALER IA. As part of our strategic initiative for FY2023, WWT has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q1, with expected go-live by 2023-10-09.",315628.75,ORDERED,2025-07-21
REQ42540,Zscaler Inc,W1z Defend + microsoft e5,"Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2024-06-06. As part of our strategic initiative for FY2024, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both 云防御 and M1cr0s0ft E5.",211047.02,CANCELLED,2024-07-09
REQ35614,CrowdStrike Inc,Z s c a l e r   I A + C i s c o   F P 2 K + T@n1um Endp01nt + WIZ CL0UD,"As part of our strategic initiative for FY2025, CrowdStrike Inc has been engaged to address recent audit findings. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2024-01-03. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud firewall subscription and C r o w d S t r i k e   E D R.",367569.35,PENDING,2023-11-05
REQ78125,CC,microsft 365 e5 + T a n i u m   E n d p o i n t,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2024-11-17. As part of our strategic initiative for FY2025, CC has been engaged to address recent audit findings. Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both licencia empresarial en la nube and C S   F a l c o n.",209463.12,CANCELLED,2025-07-27
REQ36569,CrowdStrike Inc,Tanium_Endpoint + Cisco FP2K ™,"As part of our strategic initiative for FY2025, CrowdStrike Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-06-03. This order is intended to strengthen defences in the EMEA region and includes provisions for both plataforma de gestión de puntos finales and W1z Defnd. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions.",72375.36,DRAFT,2023-11-15
REQ44100,Cisco Systems,O365 E5 ™ + Z$CALER IA + W i z   D e f e n d,"Technical integration will be performed in Q1, with expected go-live by 2025-01-03. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both MS_365_E5 and C i s c o   F i r e p o w e r   2 0 0 0   S e r i e s.",410944.36,PENDING,2023-03-05
REQ61773,CC,WIZ CL0UD + F i r e p o w e r   2 K   s e r i e s + M i c r o s o f t   E 5 + T a n i u m,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both W1z Cl0ud and Cr0wdstr1k Fl@c0n. Technical integration will be performed in Q4, with expected go-live by 2023-07-28. As part of our strategic initiative for FY2023, WWT has been engaged to address recent audit findings. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions.",250582.56,ORDERED,2025-05-23
REQ57069,Zscaler Inc,C r o w d S t r i k e   E D R + Wiz_Defend + Zsc@ler IA,"Technical integration will be performed in Q4, with expected go-live by 2023-11-01. As part of our strategic initiative for FY2024, Zscaler Inc has been engaged to address recent audit findings. Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both 端点安全 and Microsft 365 E5 ™. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",242443.8,ORDERED,2024-12-05
REQ32768,Zscaler Inc,W i z   D e f e n d + Tanium ™ + Crowdstrik_Flacon,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2024-03-24. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both módulo de defensa en la nube and microsoft e5. As part of our strategic initiative for FY2023, Zscaler Inc has been engaged to address recent audit findings.",92169.68,CANCELLED,2025-01-04
REQ24538,Cisco Systems,W i z   D e f e n d + taniummgmt + Zsc@ler Internet Access,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, Microsoft Corp has been engaged to address recent audit findings. Technical integration will be performed in Q2, with expected go-live by 2025-10-05. This order is intended to strengthen defences in the Americas region and includes provisions for both W i z D e f n d and T a n i u m. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions.",424008.04,CANCELLED,2023-05-29
REQ85082,CC,F1rep0wer 2K ser1es + crowdstrik flacon + Tanium Endpoint ™,"Technical integration will be performed in Q3, with expected go-live by 2023-10-07. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Historical systems such as WizShield will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the EMEA region and includes provisions for both 防火墙设备 and CrowdStrike EDR ™.",198842.71,DRAFT,2024-01-08
REQ24160,Zscaler Inc,Wiz Defnd ™ + Z$caler_IA,"Technical integration will be performed in Q2, with expected go-live by 2024-11-09. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, Zscaler Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both WizDefnd and Zscaler Internet Access ™. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions.",361604.73,DRAFT,2025-03-01
REQ22203,CC,W i z C l d + O365_E5 + Z s c a l e r   I n t e r n e t   A c c e s s,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both 云安全平台 and M1cr0sft 365 E5. Technical integration will be performed in Q3, with expected go-live by 2025-02-07.",172285.54,ORDERED,2023-03-05
