id,supplier,item,description,cost,status,date,dataset_source,product_id,product_name,vendor_name,confidence,method
REQ18109,WWT,Wiz Cl0ud + Microsoft E5 + Cisco FP-2100,"As part of our cloud security strategy, the acquisition of Wiz Cloud is being processed via WWT. This initiative includes additional modules for Tanium Endpoint, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",24375.35,ORDERED,2025-06-18,easy,4,Wiz Cloud,Wiz,100,exact
REQ94843,Cisco Systems,Wiz Defend + M i c r o s o f t 3 6 5 E5 + Cisco FP2K,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Defnd to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Cisco Systems, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Z$caler IA to enhance layered security and comply with internal audit requirements.",145652.75,PENDING,2024-11-13,easy,5,Wiz Defend,Wiz,100,exact
REQ97833,Cisco Systems,MS 365 E5 + Z$caler IA,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Microsft 365 E5. This purchase, processed via Cisco Systems, will complement our existing deployment of Tanium Endpoint and ensure coverage for 2915 users in APAC. Budget reallocation approved by the CISO on 2024-09-26.",184104.91,CANCELLED,2024-09-24,easy,,,,0,no_match
REQ96760,Wiz Inc,CrowdStrike EDR + Tanium + Cisco FP-2100,"Following the results of our latest vulnerability assessment, we are initiating the procurement of CrowdStrike Falcon to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Wiz Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for O365 E5 to enhance layered security and comply with internal audit requirements.",94518.75,PENDING,2025-06-15,easy,,,,0,no_match
REQ35430,CC,MS 365 E5 + Zscaler IA + Tanium Endpoint,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of MS 365 E5. This purchase, processed via CC, will complement our existing deployment of Cisco FP-2100 and ensure coverage for 3034 users in Americas. Budget reallocation approved by the CISO on 2025-07-08.",390171.4,ORDERED,2023-11-28,easy,,,,0,no_match
REQ47363,Wiz Inc,Zscaler IA + CrowdStrike EDR,"As part of our cloud security strategy, the acquisition of Zscaler Internet Access is being processed via Wiz Inc. This initiative includes additional modules for Wiz Defend, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",453126.57,PENDING,2025-06-14,easy,5 | 7,Wiz Defend | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ20696,Wiz Inc,O365 E5 + Cisco Firepower 2000 Series + CS Falcon,"Procurement of MS 365 E5 is being prioritised under the FY24 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Tanium Endpoint to improve overall coverage in APAC.",396733.42,PENDING,2023-03-20,easy,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ81932,WWT,Cisco FP-2100 + O365 E5 + Wiz Cloud,"Procurement of Cisco FP-2100 is being prioritised under the FY24 budget allocation for security enhancements. The acquisition, handled through WWT, addresses critical gaps identified in the last compliance audit. The package will also integrate with O365 E5 to improve overall coverage in Americas.",28635.98,ORDERED,2025-07-25,easy,4,Wiz Cloud,Wiz,100,exact
REQ56244,CrowdStrike Inc,MS 365 E5 + Tanium,"Following the results of our latest vulnerability assessment, we are initiating the procurement of M i c r o s o f t 3 6 5 E5 to replace outdated solutions currently deployed across Americas operations. This request, coordinated via CrowdStrike Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for WizCld to enhance layered security and comply with internal audit requirements.",333863.79,DRAFT,2025-12-08,easy,,,,0,no_match
REQ12128,CrowdStrike Inc,Cisco FP-2100 + Microsoft E5 + Wiz Cl0ud,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Firepower 2K series. This purchase, processed via CrowdStrike Inc, will complement our existing deployment of Zscaler IA and ensure coverage for 4359 users in Americas. Budget reallocation approved by the CISO on 2023-03-31.",368917.56,CANCELLED,2023-10-01,easy,4,Wiz Cloud,Wiz,100,exact
REQ69988,Zscaler Inc,Microsft 365 E5 + Wiz Cloud,"Procurement of Microsoft E5 is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Zscaler Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Zscaler Internet Access to improve overall coverage in APAC.",396599.06,DRAFT,2024-10-08,easy,4 | 7,Wiz Cloud | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ26315,CC,Cisco FP2K + WizDefnd + Zscaler IA,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Firepower 2K series. This purchase, processed via CC, will complement our existing deployment of Wiz Cloud and ensure coverage for 4498 users in APAC. Budget reallocation approved by the CISO on 2024-08-08.",486993.17,ORDERED,2025-10-15,easy,4,Wiz Cloud,Wiz,100,exact
REQ20494,Tanium Inc,Firepower 2K series + Zscaler IA + Wiz Cl0ud,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Cisco Firepower 2000 Series. This purchase, processed via Tanium Inc, will complement our existing deployment of Tanium Endpoint and ensure coverage for 726 users in Americas. Budget reallocation approved by the CISO on 2024-01-05.",360243.14,PENDING,2025-06-28,easy,3 | 4,Cisco Firepower 2000 Series | Wiz Cloud,Cisco | Wiz,100,exact
REQ57619,WWT,Cisco FP-2100 + M i c r o s o f t 3 6 5 E5,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Cisco FP2K to replace outdated solutions currently deployed across Americas operations. This request, coordinated via WWT, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Zscaler Internet Access to enhance layered security and comply with internal audit requirements.",340653.99,ORDERED,2023-03-13,easy,7,Zscaler Internet Access,Zscaler,100,exact
REQ58760,CrowdStrike Inc,Crowdstrik Flacon + M i c r o s o f t 3 6 5 E5 + Tanium Endpoint,"Annual renewal and capacity expansion of CS Falcon for Americas teams is required to maintain defensive posture. This transaction via CrowdStrike Inc also bundles Tanium licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q4 following testing in staging environments.",202026.85,CANCELLED,2024-05-26,easy,,,,0,no_match
REQ90199,Microsoft Corp,Microsft 365 E5 + Zscaler Internet Access + Wiz Defend,"Annual renewal and capacity expansion of Microsft 365 E5 for APAC teams is required to maintain defensive posture. This transaction via Microsoft Corp also bundles Wiz Cl0ud licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q1 following testing in staging environments.",427149.01,ORDERED,2023-12-20,easy,4 | 5 | 7,Wiz Cloud | Wiz Defend | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ30644,WWT,TaniumMgmt + Cisco FP-2100,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Tanium Endpoint. This purchase, processed via WWT, will complement our existing deployment of Wiz Defnd and ensure coverage for 769 users in Americas. Budget reallocation approved by the CISO on 2023-05-13.",65074.42,PENDING,2023-10-12,easy,5,Wiz Defend,Wiz,90,fuzzy
REQ78903,WWT,CrowdStrike Falcon + Wiz Defend + Tanium Endpoint,"Annual renewal and capacity expansion of CrowdStrike EDR for APAC teams is required to maintain defensive posture. This transaction via WWT also bundles O365 E5 licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q2 following testing in staging environments.",322957.6,ORDERED,2025-08-12,easy,5,Wiz Defend,Wiz,100,exact
REQ49862,Zscaler Inc,Tanium Endpoint + Crowdstrik Flacon,"As part of our cloud security strategy, the acquisition of Tanium is being processed via Zscaler Inc. This initiative includes additional modules for Microsoft E5, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",176281.43,CANCELLED,2023-06-11,easy,,,,0,no_match
REQ32439,Wiz Inc,Cisco Firepower 2000 Series + Tanium + Microsoft E5,"Procurement of Cisco FP-2100 is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with M i c r o s o f t 3 6 5 E5 to improve overall coverage in APAC.",474530.69,CANCELLED,2024-03-07,easy,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ19564,CC,Zscaler IA + CrowdStrike EDR,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Zscaler IA. This purchase, processed via CC, will complement our existing deployment of CrowdStrike EDR and ensure coverage for 298 users in APAC. Budget reallocation approved by the CISO on 2025-09-16.",244704.31,PENDING,2024-11-27,easy,,,,0,no_match
REQ23917,Cisco Systems,Wiz Defend + CS Falcon + WizCld,"As part of our cloud security strategy, the acquisition of Wiz Defnd is being processed via Cisco Systems. This initiative includes additional modules for CS Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",127719.85,DRAFT,2023-04-14,easy,5,Wiz Defend,Wiz,100,exact
REQ75373,CC,Cisco Firepower 2000 Series + WizDefnd + M i c r o s o f t 3 6 5 E5,"As part of our cloud security strategy, the acquisition of Cisco FP2K is being processed via CC. This initiative includes additional modules for CrowdStrike EDR, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",231329.17,PENDING,2024-03-16,easy,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ27555,Zscaler Inc,WizDefnd + Zscaler IA + Cisco Firepower 2000 Series,"Following the results of our latest vulnerability assessment, we are initiating the procurement of WizDefnd to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Zscaler Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Tanium to enhance layered security and comply with internal audit requirements.",203287.9,PENDING,2025-01-12,easy,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ54444,Tanium Inc,Wiz Defnd + CrowdStrike EDR + Z$caler IA,"Annual renewal and capacity expansion of WizDefnd for APAC teams is required to maintain defensive posture. This transaction via Tanium Inc also bundles CrowdStrike Falcon licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q3 following testing in staging environments.",24926.18,DRAFT,2023-10-08,easy,5 | 53 | 105,Wiz Defend | Wiz Edge | Wiz Code,Wiz,94,fuzzy
REQ90805,Zscaler Inc,TaniumMgmt + Wiz Defnd + Cisco FP2K,"Procurement of Tanium Endpoint is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through Zscaler Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with WizDefnd to improve overall coverage in Americas.",355826.2,CANCELLED,2025-08-30,easy,5,Wiz Defend,Wiz,90,fuzzy
REQ85821,Microsoft Corp,Zscaler Internet Access + TaniumMgmt,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Z$caler IA. This purchase, processed via Microsoft Corp, will complement our existing deployment of WizDefnd and ensure coverage for 3067 users in APAC. Budget reallocation approved by the CISO on 2023-02-24.",242822.15,ORDERED,2023-10-30,easy,7,Zscaler Internet Access,Zscaler,100,exact
REQ36724,Wiz Inc,Zscaler IA + Wiz Defnd + TaniumMgmt,"Procurement of Zscaler IA is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Cisco FP2K to improve overall coverage in Americas.",35829.24,PENDING,2025-11-28,easy,5,Wiz Defend,Wiz,90,fuzzy
REQ98587,Zscaler Inc,Crowdstrik Flacon + Tanium + WizDefnd,"As part of our cloud security strategy, the acquisition of CS Falcon is being processed via Zscaler Inc. This initiative includes additional modules for Tanium Endpoint, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",281252.89,PENDING,2024-09-01,easy,,,,0,no_match
REQ25974,Tanium Inc,Zscaler Internet Access + WizCld + Cisco Firepower 2000 Series,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Zscaler IA. This purchase, processed via Tanium Inc, will complement our existing deployment of Wiz Defnd and ensure coverage for 1748 users in Americas. Budget reallocation approved by the CISO on 2024-12-15.",147377.02,DRAFT,2024-12-10,easy,3 | 7,Cisco Firepower 2000 Series | Zscaler Internet Access,Cisco | Zscaler,100,exact
REQ86917,Tanium Inc,Wiz Cloud + Crowdstrik Flacon,"As part of our cloud security strategy, the acquisition of Wiz Cl0ud is being processed via Tanium Inc. This initiative includes additional modules for CrowdStrike Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",320782.56,DRAFT,2023-07-25,easy,4,Wiz Cloud,Wiz,100,exact
REQ36143,Zscaler Inc,Wiz Cl0ud + Cisco Firepower 2000 Series + Zscaler Internet Access,"Annual renewal and capacity expansion of Wiz Cl0ud for EMEA teams is required to maintain defensive posture. This transaction via Zscaler Inc also bundles Zscaler IA licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q2 following testing in staging environments.",327887.87,PENDING,2025-12-31,easy,3 | 4 | 7,Cisco Firepower 2000 Series | Wiz Cloud | Zscaler Internet Access,Cisco | Wiz | Zscaler,100,exact
REQ49110,Microsoft Corp,Tanium Endpoint + Cisco FP2K,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Tanium to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Microsoft Corp, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for CS Falcon to enhance layered security and comply with internal audit requirements.",494604.24,ORDERED,2023-10-02,easy,,,,0,no_match
REQ54185,WWT,Zscaler Internet Access + Wiz Defnd + CrowdStrike EDR,"Procurement of Zscaler Internet Access is being prioritised under the FY24 budget allocation for security enhancements. The acquisition, handled through WWT, addresses critical gaps identified in the last compliance audit. The package will also integrate with Tanium Endpoint to improve overall coverage in EMEA.",414359.96,CANCELLED,2023-06-27,easy,7,Zscaler Internet Access,Zscaler,100,exact
REQ44995,CrowdStrike Inc,Wiz Cl0ud + Cisco Firepower 2000 Series + Tanium Endpoint,"Procurement of WizCld is being prioritised under the FY24 budget allocation for security enhancements. The acquisition, handled through CrowdStrike Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Cisco FP2K to improve overall coverage in EMEA.",328573.27,PENDING,2023-05-08,easy,3 | 4,Cisco Firepower 2000 Series | Wiz Cloud,Cisco | Wiz,100,exact
REQ38947,CrowdStrike Inc,Tanium Endpoint + Crowdstrik Flacon,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of TaniumMgmt. This purchase, processed via CrowdStrike Inc, will complement our existing deployment of Zscaler IA and ensure coverage for 3862 users in APAC. Budget reallocation approved by the CISO on 2023-08-29.",230214.44,CANCELLED,2025-05-01,easy,,,,0,no_match
REQ83946,WWT,TaniumMgmt + M i c r o s o f t 3 6 5 E5,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Tanium. This purchase, processed via WWT, will complement our existing deployment of Wiz Cl0ud and ensure coverage for 4453 users in Americas. Budget reallocation approved by the CISO on 2025-12-12.",105067.61,PENDING,2023-12-03,easy,4,Wiz Cloud,Wiz,100,exact
REQ27294,WWT,Cisco Firepower 2000 Series + Wiz Defnd + Tanium Endpoint,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Cisco FP2K to replace outdated solutions currently deployed across Americas operations. This request, coordinated via WWT, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Tanium Endpoint to enhance layered security and comply with internal audit requirements.",338020.02,CANCELLED,2023-02-14,easy,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ17897,Tanium Inc,Wiz Cloud + WizDefnd,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Cl0ud to replace outdated solutions currently deployed across Americas operations. This request, coordinated via Tanium Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for WizDefnd to enhance layered security and comply with internal audit requirements.",207389.13,PENDING,2025-05-10,easy,4,Wiz Cloud,Wiz,100,exact
REQ79316,CC,Cisco FP-2100 + Zscaler Internet Access,"As part of our cloud security strategy, the acquisition of Cisco FP2K is being processed via CC. This initiative includes additional modules for Microsft 365 E5, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",379308.81,CANCELLED,2025-08-06,easy,7,Zscaler Internet Access,Zscaler,100,exact
REQ24790,CC,Tanium Endpoint + Z$caler IA,"Procurement of TaniumMgmt is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through CC, addresses critical gaps identified in the last compliance audit. The package will also integrate with CS Falcon to improve overall coverage in APAC.",384196.47,DRAFT,2024-05-07,easy,,,,0,no_match
REQ40715,CrowdStrike Inc,Crowdstrik Flacon + M i c r o s o f t 3 6 5 E5,"Annual renewal and capacity expansion of CrowdStrike EDR for Americas teams is required to maintain defensive posture. This transaction via CrowdStrike Inc also bundles Zscaler Internet Access licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q1 following testing in staging environments.",496774.3,PENDING,2024-10-15,easy,7,Zscaler Internet Access,Zscaler,100,exact
REQ87550,Zscaler Inc,Wiz Defnd + Zscaler IA,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Defnd to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Zscaler Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Firepower 2K series to enhance layered security and comply with internal audit requirements.",280146.08,DRAFT,2024-12-06,easy,5 | 53 | 105,Wiz Defend | Wiz Edge | Wiz Code,Wiz,94,fuzzy
REQ41584,CC,TaniumMgmt + Cisco FP-2100,"As part of our cloud security strategy, the acquisition of Tanium Endpoint is being processed via CC. This initiative includes additional modules for Wiz Cloud, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",403859.2,DRAFT,2025-04-25,easy,4,Wiz Cloud,Wiz,100,exact
REQ34966,Cisco Systems,WizCld + Cisco Firepower 2000 Series,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Cl0ud to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Cisco Systems, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for WizDefnd to enhance layered security and comply with internal audit requirements.",437442.13,PENDING,2024-03-20,easy,3 | 4,Cisco Firepower 2000 Series | Wiz Cloud,Cisco | Wiz,100,exact
REQ89220,Wiz Inc,Wiz Cloud + Wiz Defnd,"Procurement of Wiz Cl0ud is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Zscaler IA to improve overall coverage in APAC.",164199.43,CANCELLED,2025-02-18,easy,4,Wiz Cloud,Wiz,100,exact
REQ58589,Zscaler Inc,Wiz Cl0ud + Wiz Defend + Microsft 365 E5,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Wiz Cloud. This purchase, processed via Zscaler Inc, will complement our existing deployment of MS 365 E5 and ensure coverage for 2576 users in APAC. Budget reallocation approved by the CISO on 2025-08-12.",13028.85,ORDERED,2024-08-27,easy,4 | 5,Wiz Cloud | Wiz Defend,Wiz,100,exact
REQ74044,Wiz Inc,CS Falcon + Wiz Defend + Cisco FP-2100,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of CS Falcon. This purchase, processed via Wiz Inc, will complement our existing deployment of TaniumMgmt and ensure coverage for 2752 users in EMEA. Budget reallocation approved by the CISO on 2025-10-19.",361555.2,ORDERED,2024-01-12,easy,5,Wiz Defend,Wiz,100,exact
REQ29795,Microsoft Corp,Wiz Defnd + CrowdStrike EDR,"Procurement of Wiz Defend is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Microsoft Corp, addresses critical gaps identified in the last compliance audit. The package will also integrate with Wiz Cloud to improve overall coverage in EMEA.",189734.34,ORDERED,2025-09-26,easy,4 | 5,Wiz Cloud | Wiz Defend,Wiz,100,exact
REQ12246,Microsoft Corp,Microsoft E5 + Cisco FP-2100 + Crowdstrik Flacon,"As part of our cloud security strategy, the acquisition of O365 E5 is being processed via Microsoft Corp. This initiative includes additional modules for Zscaler IA, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",100006.37,CANCELLED,2024-12-26,easy,,,,0,no_match
REQ22255,CC,Cisco FP2K + Wiz Defend + Z$caler IA,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Cisco Firepower 2000 Series to replace outdated solutions currently deployed across APAC operations. This request, coordinated via CC, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Wiz Cl0ud to enhance layered security and comply with internal audit requirements.",9677.84,PENDING,2023-06-19,easy,3 | 4 | 5,Cisco Firepower 2000 Series | Wiz Cloud | Wiz Defend,Cisco | Wiz,100,exact
REQ19744,CC,Wiz Cl0ud + Tanium + Zscaler Internet Access,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Wiz Cloud. This purchase, processed via CC, will complement our existing deployment of CrowdStrike EDR and ensure coverage for 2763 users in Americas. Budget reallocation approved by the CISO on 2024-04-15.",464739.35,CANCELLED,2023-02-02,easy,4 | 7,Wiz Cloud | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ28343,Cisco Systems,CS Falcon + Tanium,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of CrowdStrike EDR. This purchase, processed via Cisco Systems, will complement our existing deployment of Z$caler IA and ensure coverage for 3312 users in EMEA. Budget reallocation approved by the CISO on 2025-03-07.",53354.46,PENDING,2023-06-05,easy,,,,0,no_match
REQ34345,CC,Firepower 2K series + Microsft 365 E5 + TaniumMgmt,"Annual renewal and capacity expansion of Cisco FP2K for EMEA teams is required to maintain defensive posture. This transaction via CC also bundles Wiz Cl0ud licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q4 following testing in staging environments.",41385.81,CANCELLED,2023-11-12,easy,4,Wiz Cloud,Wiz,100,exact
REQ23399,Cisco Systems,Wiz Cloud + MS 365 E5,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of WizCld. This purchase, processed via Cisco Systems, will complement our existing deployment of Cisco FP2K and ensure coverage for 3241 users in APAC. Budget reallocation approved by the CISO on 2023-01-11.",227177.62,ORDERED,2023-07-31,easy,4,Wiz Cloud,Wiz,100,exact
REQ21101,CrowdStrike Inc,M i c r o s o f t 3 6 5 E5 + Tanium,"Annual renewal and capacity expansion of MS 365 E5 for Americas teams is required to maintain defensive posture. This transaction via CrowdStrike Inc also bundles CS Falcon licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q3 following testing in staging environments.",344231.42,PENDING,2023-10-12,easy,,,,0,no_match
REQ20082,Tanium Inc,Cisco FP2K + Wiz Cl0ud + Crowdstrik Flacon,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Cisco FP2K. This purchase, processed via Tanium Inc, will complement our existing deployment of WizCld and ensure coverage for 2248 users in APAC. Budget reallocation approved by the CISO on 2025-06-09.",231641.51,PENDING,2024-09-15,easy,4,Wiz Cloud,Wiz,100,exact
REQ49378,CC,MS 365 E5 + Tanium Endpoint + Cisco FP-2100,"As part of our cloud security strategy, the acquisition of Microsft 365 E5 is being processed via CC. This initiative includes additional modules for Wiz Defnd, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",482464.44,CANCELLED,2024-08-19,easy,5,Wiz Defend,Wiz,90,fuzzy
REQ87624,WWT,TaniumMgmt + Zscaler Internet Access,"As part of our cloud security strategy, the acquisition of Tanium is being processed via WWT. This initiative includes additional modules for Cisco Firepower 2000 Series, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",476737.28,ORDERED,2024-03-05,easy,3 | 7,Cisco Firepower 2000 Series | Zscaler Internet Access,Cisco | Zscaler,100,exact
REQ19694,Tanium Inc,Wiz Cl0ud + Tanium Endpoint + Wiz Defnd,"Annual renewal and capacity expansion of WizCld for APAC teams is required to maintain defensive posture. This transaction via Tanium Inc also bundles Cisco FP-2100 licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q3 following testing in staging environments.",255773.26,ORDERED,2023-03-17,easy,4,Wiz Cloud,Wiz,100,exact
REQ98797,Zscaler Inc,Zscaler Internet Access + Cisco Firepower 2000 Series + Wiz Cloud,"As part of our cloud security strategy, the acquisition of Z$caler IA is being processed via Zscaler Inc. This initiative includes additional modules for CrowdStrike Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",133075.49,PENDING,2025-07-01,easy,3 | 4 | 7,Cisco Firepower 2000 Series | Wiz Cloud | Zscaler Internet Access,Cisco | Wiz | Zscaler,100,exact
REQ25213,CC,Firepower 2K series + WizCld,"Annual renewal and capacity expansion of Cisco Firepower 2000 Series for Americas teams is required to maintain defensive posture. This transaction via CC also bundles O365 E5 licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q1 following testing in staging environments.",230389.65,PENDING,2025-12-03,easy,3,Cisco Firepower 2000 Series,Cisco,100,exact
REQ25084,Zscaler Inc,Wiz Cl0ud + Cisco Firepower 2000 Series,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Cl0ud to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Zscaler Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for O365 E5 to enhance layered security and comply with internal audit requirements.",340183.97,PENDING,2024-05-14,easy,3 | 4,Cisco Firepower 2000 Series | Wiz Cloud,Cisco | Wiz,100,exact
REQ93948,Cisco Systems,Wiz Defnd + Wiz Cl0ud + Microsft 365 E5,"Procurement of Wiz Defend is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Cisco Systems, addresses critical gaps identified in the last compliance audit. The package will also integrate with CrowdStrike EDR to improve overall coverage in EMEA.",227539.63,ORDERED,2025-03-07,easy,4 | 5,Wiz Cloud | Wiz Defend,Wiz,100,exact
REQ24936,Wiz Inc,M i c r o s o f t 3 6 5 E5 + Z$caler IA + WizDefnd,"Procurement of MS 365 E5 is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Wiz Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with WizCld to improve overall coverage in APAC.",300500.56,ORDERED,2023-08-22,easy,,,,0,no_match
REQ41270,Zscaler Inc,Firepower 2K series + Microsft 365 E5 + CrowdStrike EDR,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Cisco Firepower 2000 Series. This purchase, processed via Zscaler Inc, will complement our existing deployment of Zscaler Internet Access and ensure coverage for 3800 users in Americas. Budget reallocation approved by the CISO on 2023-06-23.",212028.36,PENDING,2025-02-24,easy,3 | 7,Cisco Firepower 2000 Series | Zscaler Internet Access,Cisco | Zscaler,100,exact
REQ69113,Cisco Systems,Wiz Cloud + Cisco FP2K,"Procurement of WizCld is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through Cisco Systems, addresses critical gaps identified in the last compliance audit. The package will also integrate with Cisco FP-2100 to improve overall coverage in Americas.",72584.68,ORDERED,2025-11-01,easy,4,Wiz Cloud,Wiz,100,exact
REQ38905,WWT,Tanium + M i c r o s o f t 3 6 5 E5 + Firepower 2K series,"As part of our cloud security strategy, the acquisition of Tanium is being processed via WWT. This initiative includes additional modules for CrowdStrike Falcon, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",88263.44,ORDERED,2025-10-11,easy,,,,0,no_match
REQ65725,CrowdStrike Inc,Wiz Defnd + Zscaler Internet Access,"As part of our cloud security strategy, the acquisition of Wiz Defend is being processed via CrowdStrike Inc. This initiative includes additional modules for Zscaler IA, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",152365.92,DRAFT,2025-07-10,easy,5 | 7,Wiz Defend | Zscaler Internet Access,Wiz | Zscaler,100,exact
REQ90760,Zscaler Inc,Cisco FP-2100 + CrowdStrike Falcon,"Annual renewal and capacity expansion of Cisco FP-2100 for APAC teams is required to maintain defensive posture. This transaction via Zscaler Inc also bundles Z$caler IA licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q2 following testing in staging environments.",287186.8,CANCELLED,2023-12-11,easy,,,,0,no_match
